ra_degrees,dec_degrees,magnitude
115.24384521,23.01855829,5.93
115.30185616,48.13185153,5.58
115.31198612,-9.55108315,3.94
115.31595047,-38.53357185,5.41
115.39648613,3.6248275,5.95
115.45498347,-72.60613528,3.93
115.46611813,13.48051383,5.79
115.51341314,14.20852972,5.55
115.70064325,-26.35125398,5.64
115.73817103,-45.17177284,5.04
115.751907,58.71048707,4.93
115.7999923,-36.050124,5.6
115.82785545,28.8840717,4.23
115.88498187,-28.41095714,4.63
115.92428224,-40.93332961,5.12
115.95196716,-28.9548352,3.94
116.01744892,50.43386115,5.31
116.02884762,25.78421056,5.3
116.04059732,-36.06271326,5.8
116.11195237,24.39812929,3.57
116.14238612,-24.67409186,5.62
116.14249707,-37.94295545,5.89
116.31376631,-37.96859848,3.62
116.33068263,28.02631031,1.16
116.39657467,-34.17655092,5.36
116.48698643,-14.56382026,5.03
116.50900614,-6.77228458,5.49
116.53122379,18.51016877,4.89
116.54399474,-37.93370008,5.87
116.56757952,10.76831128,5.25
116.66358038,37.51736326,5.15
116.66682971,65.45563092,5.93
116.80232686,-22.51953536,5.9
116.85416576,-38.51115599,5.07
116.8764029,33.41576665,5.14
116.88129103,-46.60850937,5.22
116.98659214,-12.19289276,5.48
117.02156206,-25.93718054,4.4
117.08436527,-47.07753199,4.69
117.2570691,-24.91224336,5.32
117.2780096,-56.41038485,5.57
117.30361005,-46.85774089,5.82
117.30394188,-60.28402896,5.78
117.30957923,-46.37322729,4.1
117.31105571,-35.24330796,5.94
117.32357809,-24.85978401,3.34
117.39761883,-33.28895425,5.61
117.42081658,-66.19597303,5.78
117.42153403,-17.228123,5.17
117.54406881,-9.1834416,5.6
117.59951934,-50.5093647,5.89
117.92498666,1.76687765,5.12
117.92939105,-21.17374245,5.62
117.94309895,-13.89719057,5.16
118.05435622,-40.57579889,3.71
118.06584635,-34.70602121,5.01
118.07868058,-14.84617833,5.69
118.12394382,-54.36718432,5.7
118.16105542,-38.86282206,4.49
118.19946278,-5.42818693,5.76
118.26464297,-36.36377387,5.44
118.26517655,-49.61307949,4.63
118.32567862,-48.10294824,4.22
118.37431874,26.76585858,4.97
118.54588048,-35.87729557,5.48
118.6780776,47.56459225,5.47
118.72246913,-57.30288338,5.62
118.88099024,8.8630571,5.86
118.91626746,19.88406657,5.38
119.07772578,-60.52646168,5.74
119.19475729,-52.98240062,3.46
119.21482616,-22.88014849,4.2
119.2408718,-43.50042396,5.36
119.24778711,15.79038246,5.8
119.32679394,-44.10987569,5.08
119.41713237,-30.33458703,4.76
119.44293578,-60.30336068,5.59
119.46555642,-45.57774475,5.14
119.56018303,-49.24492865,4.47
119.58644862,2.22452544,5.3
119.71065387,-60.82448838,5.77
119.75754809,-45.21586305,5.98
119.77384363,-23.31040264,5.09
119.86843828,-39.29683773,5.22
119.90644286,-60.58708857,5.19
119.93410303,-3.67957835,4.93
119.96689649,-18.39914242,4.61
120.04898399,73.9180101,5.37
120.08320513,-63.56750271,4.81
120.19714045,17.30870968,5.6
120.20818254,-54.15129599,5.87
120.23275932,25.39282019,5.87
120.30540155,-1.39242418,4.69
120.30795569,4.87977849,5.65
120.33644785,59.04731836,5.78
120.37619077,16.45532309,5.99
120.40636615,-37.28373201,5.9
120.56647202,2.33431429,4.39
120.68662049,-41.30986539,5.52
120.76737445,-32.46357097,5.83
120.87957982,27.79441794,4.94
120.89612561,-40.00318846,2.21
121.06747264,-32.67484684,5.25
121.17669801,-50.59039998,5.96
121.19660915,79.47974268,5.39
121.26544452,-53.1079136,5.52
121.2687908,13.11837053,5.14
121.57666469,22.63551163,5.96
121.66809949,-45.26604229,5.04
121.82519225,-20.55434589,5.33
121.88625899,-24.30443677,2.83
121.9410051,21.58197937,5.3
121.98266997,-68.61713647,4.35
122.11459795,51.50667575,4.78
122.14857362,-2.98377649,4.36
122.25357658,-61.3017058,4.74
122.2568477,-19.24500094,4.4
122.28964371,-48.68440955,5.66
122.36891634,-16.24890678,5.66
122.38314727,-47.33661177,1.75
122.39013231,-56.08547484,5.66
122.39967933,-44.12277919,5.2
122.4298316,-47.9372165,5.23
122.51583214,58.2484227,5.91
122.61344988,25.50817993,5.73
122.66656902,-13.79934746,5.53
122.79501934,-48.46200365,5.83
122.81800545,-12.92701835,4.72
122.83958436,-39.61855304,4.44
122.85790344,-42.98728888,4.73
122.88762397,-7.77247623,5.36
122.99988027,-46.64436989,5.77
123.05295353,17.64813756,4.67
123.12831936,-46.26430821,6.0
123.20328577,68.47405416,5.34
123.28697716,29.6565862,5.62
123.33322933,-15.78821451,4.99
123.37301019,-35.89954225,4.78
123.39261076,-50.19606698,5.52
123.40068034,-46.9916532,5.14
123.45916037,56.45231827,5.88
123.49299197,-36.32229977,5.09
123.51202967,-40.34773028,4.42
123.55537215,-35.49007215,5.77
123.599493,-45.83454842,5.86
123.81647486,-62.91561677,5.16
124.12895101,9.18566295,3.53
124.46008016,59.57112846,5.63
124.57244799,-35.45170517,5.59
124.57823985,-65.6132455,5.06
124.5990846,-12.62976955,5.95
124.6302785,-76.91998251,4.05
124.6391383,-36.65953286,4.44
124.82159867,62.50713912,5.73
124.88421821,75.75686931,5.55
124.95414818,-71.51499632,5.33
125.0023296,-71.50546247,5.63
125.01613464,27.21862138,5.13
125.0872189,20.74783186,5.8
125.10832165,57.74324466,5.89
125.13395549,24.02235699,5.92
125.16203304,-77.4845764,4.34
125.16798187,72.40729324,6.0
125.30042487,-57.97323049,5.96
125.33770565,-36.48419365,5.18
125.33843502,-20.07901245,5.58
125.34597645,-33.05437199,4.83
125.47776027,-17.58630046,5.71
125.51884143,-73.40005893,5.28
125.62860299,-59.50953829,1.86
125.63207774,-48.49039742,4.79
125.70808174,-26.34823475,5.88
125.70887544,43.18837233,4.25
125.72542177,-7.54313579,5.92
125.72991589,-52.12377702,5.89
125.84113148,18.33228008,5.94
125.95220483,53.21995142,5.52
126.08492509,-80.91471955,5.67
126.14640836,-3.75117744,5.61
126.22998546,-23.15381698,5.67
126.23839828,-42.76985034,5.97
126.26565742,-24.04626227,5.32
126.38058013,-51.72745683,5.18
126.39812618,2.10224935,5.74
126.41529546,-3.90636482,3.91
126.43435936,-66.13652042,3.77
126.46507032,-64.60065452,5.95
126.46634614,-42.15310407,5.45
126.47828013,7.56452889,5.13
126.48165253,-14.9297554,5.96
126.61345247,-3.98729976,5.6
126.61553314,27.89386239,5.58
126.67502883,-12.53453988,5.52
126.68312445,12.65486252,5.56
126.81994813,-70.09359517,5.51
126.90271156,-53.08853976,5.08
126.99760675,-35.11378822,5.75
127.15561552,14.21085416,5.94
127.26982565,-47.92893948,5.33
127.2815535,-44.16043155,5.82
127.36453332,-44.72482773,5.03
127.44022551,-46.33172799,5.98
127.44289151,67.29741477,5.89
127.56679232,60.7184311,3.35
127.61924898,-32.15928753,5.61
127.87738017,24.08121618,5.71
127.87893332,-19.57743956,5.42
127.8990288,18.09455771,5.33
128.02072039,-53.21196039,5.68
128.17718645,20.44127049,5.33
128.22939892,38.01678677,5.88
128.41019515,-38.8488327,5.92
128.4311946,4.75701524,5.89
128.50682149,-2.15160482,5.8
128.6507805,65.14527349,5.47
128.68170313,-49.94424627,5.01
128.68293147,36.41971903,5.76
128.81491578,-58.22476298,5.27
128.83186765,-58.0092947,4.84
128.86754708,-7.98233083,5.72
128.86967445,-26.84353277,5.95
128.96272402,6.62053814,5.91
128.96683262,-50.96967696,5.79
129.27410956,9.65559645,5.92
129.3285274,-62.85341217,5.45
129.41100573,-42.98910371,4.11
129.41419739,5.70379868,4.14
129.46736838,-26.25497008,5.24
129.57915784,32.80202805,5.96
129.59274761,53.4015752,5.66
129.68936993,3.34147477,4.45
129.77136771,-70.38665235,5.19
129.78362446,-22.6629058,5.05
129.79892615,65.02069298,5.63
129.82354649,52.71169928,5.91
129.84944512,-53.43982462,5.45
129.92704475,-29.56086189,4.86
129.99009397,-53.05478181,5.18
130.00633068,-12.47537441,4.98
130.02556894,-35.30830091,3.97
130.05374429,64.32787175,4.59
130.0728703,-53.01545412,5.56
130.07337168,-52.92197259,3.6
130.08007139,-40.2638933,5.2
130.14690182,-45.19111481,5.67
130.15431317,-59.76101468,4.31
130.15656369,-46.64875492,3.77
130.25436677,45.83378521,5.35
130.27218464,-48.922689,5.9
130.3047503,-47.31714129,4.74
130.33167303,-78.96342637,5.46
130.43055822,-15.94314865,4.87
130.48713962,-45.4107261,5.2
130.56748955,-48.099099,5.48
130.57922931,-53.10011485,5.49
130.6058767,-53.11404062,4.83
130.8013968,12.6808708,5.62
130.80619315,3.39866539,4.3
130.82172127,21.46859609,4.66
130.89811451,-33.18641133,3.68
130.91781669,-49.82281081,5.15
130.91825129,-7.23372781,4.63
131.09985828,-42.64932331,4.05
131.17129209,18.15486399,3.94
131.17582214,-54.70856797,1.93
131.18768592,10.08171256,5.63
131.21638717,-37.1472599,5.74
131.48014451,-79.50457035,5.79
131.50689464,-46.0415392,3.87
131.51021822,-2.04876829,5.7
131.5938644,-13.54770494,4.32
131.62729635,-45.91251639,5.43
131.67430955,28.76000509,4.03
131.67733004,-56.76979718,4.5
131.6943593,6.41890691,3.38
131.73357081,12.11007629,5.89
131.81253189,-1.89705972,5.28
131.82853523,-46.15542775,5.71
132.10825351,5.83788486,4.35
132.34057358,-3.44297063,5.3
132.41319515,-40.32015599,5.47
132.44853466,-45.30790977,4.94
132.46458755,-32.78040797,5.19
132.50934024,-29.46301021,5.86
132.58758781,-42.08979986,6.0
132.63338051,-27.71005869,4.02
132.63943261,-46.52919614,5.09
132.64450311,-66.79322494,5.34
132.89349889,-7.17721266,5.55
132.9022178,-57.63361532,5.59
132.98684264,43.72649196,5.15
133.04187782,42.00288543,5.98
133.04907327,45.3129001,5.96
133.14426783,32.47412331,5.67
133.15055377,28.33138843,5.96
133.16090445,-48.35909798,5.92
133.20008562,-38.72413106,5.79
133.34404121,61.96221364,5.72
133.45278722,-60.35393124,5.78
133.46083652,-47.52071984,5.31
133.56126962,30.57917723,5.4
133.76192355,-60.64471195,3.84
133.79898826,-54.96554657,5.7
133.80174626,-18.24120659,5.75
133.84868687,5.9455277,3.11
133.8813149,-27.68162589,4.87
133.91537004,27.92756265,5.23
133.98148374,11.62605826,5.44
134.0803251,-52.72351071,4.68
134.12740931,40.20156718,5.9
134.14221654,-16.70868242,5.95
134.15619484,64.60403054,5.57
134.1745136,-85.66323432,5.43
134.20857178,45.63175477,5.72
134.23597642,32.91058931,5.44
134.24344613,-59.22935883,4.93
134.31213728,15.32271727,5.22
134.39651273,15.58123453,5.68
134.48155402,-48.57293357,5.88
134.62165408,11.85777198,4.26
134.68243659,-16.13324587,5.8
134.71844252,-47.23482313,5.17
134.80349479,48.04234956,3.12
134.85158738,-59.08439697,5.17
134.88618568,32.41864339,5.23
135.02266724,-41.25373789,4.45
135.16146765,41.78344401,3.96
135.1906126,-60.96384715,5.8
135.28536477,-68.68391841,5.89
135.33698096,-41.86429036,5.56
135.35053849,32.25229474,5.89
135.43572156,-52.18871825,5.23
135.49173102,-0.48284175,5.64
135.61166181,-66.39584369,4.0
135.63635792,67.62957486,4.74
135.68444595,24.45293256,5.45
135.68676211,7.29826333,5.85
135.90649494,47.15665934,3.57
136.00167862,54.28387681,5.74
136.03883562,-47.09771376,3.75
136.28679299,-72.60269387,4.47
136.35044363,48.53035841,5.48
136.40992522,-70.53852074,4.66
136.49324097,5.09234249,4.99
136.63245022,38.45225024,4.56
136.93676819,10.66821521,5.23
136.99907126,-43.43262406,2.23
137.00029758,29.65422729,5.42
137.01190516,-25.85853691,4.62
137.09805477,66.87333335,5.15
137.1758002,-8.58951324,5.6
137.19758758,26.63001213,5.95
137.21335301,33.88249742,5.95
137.21827365,51.60472728,4.46
137.26770246,-18.32859911,5.73
137.29792608,-12.35770752,5.76
137.33972475,22.04544728,5.16
137.39824927,-8.78763061,5.47
137.48504809,-30.36528248,5.59
137.59802574,67.13423886,4.8
137.72887992,63.51378087,4.67
137.74210535,-58.96693014,3.43
137.76834415,-44.86791223,4.99
137.81986611,-62.31701587,3.96
137.88912076,-46.58392947,5.78
137.99487892,-19.74774055,5.72
138.12725463,-43.61329176,5.56
138.23176998,-59.41396656,5.54
138.30100329,-69.71747245,1.67
138.39364708,-47.33843989,5.92
138.45095799,43.21791261,5.3
138.53429096,-44.14585354,5.85
138.5751025,-55.56970109,5.26
138.58562984,61.42339501,5.18
138.59080529,2.31502422,3.89
138.60210323,-43.22752192,5.24
138.73819127,-37.60236629,5.85
138.80781962,14.9415367,5.36
138.80982607,34.63339985,5.98
138.90317393,-38.56991789,4.92
138.93778941,-37.41312644,4.63
138.95753521,56.74147744,5.28
138.9697913,72.94646226,5.93
139.04699516,54.02171207,4.8
139.05042678,-57.54143764,4.34
139.09598912,-44.26574592,5.12
139.17240336,-8.74475953,5.49
139.17384091,-6.35315487,5.24
139.23791125,-39.40145479,5.31
139.27261834,-59.27526115,2.21
139.28221716,-14.57405765,5.83
139.32250201,-68.68957252,5.38
139.35504716,-74.89439024,5.28
139.36514198,-74.73467629,5.86
139.37985665,46.81719916,5.96
139.52454326,-51.05089519,5.26
139.60809965,35.36412574,5.94
139.67650557,-51.5606599,5.83
139.71111394,36.80289763,3.82
139.88796486,-15.83453443,5.79
139.94332821,-11.97488214,4.77
140.12094162,-9.55562948,4.8
140.23679302,-62.40463293,4.79
140.26441169,34.39252592,3.14
140.37332838,-25.96541642,4.71
140.43041783,56.6992485,5.79
140.45878607,-55.51487092,5.61
140.46224949,-42.19473814,5.56
140.52845511,-55.01069531,2.47
140.59997928,-46.04750246,5.74
140.80140137,-28.83392305,4.71
141.02289906,-61.64878694,5.99
141.04053926,-80.78720514,5.34
141.16366395,26.18244091,4.47
141.35017628,-5.1173788,5.6
141.36407358,-61.95061204,5.77
141.57490643,-53.37893587,5.09
141.77707532,-71.60209195,5.46
141.82623904,-22.3434176,4.72
141.8968826,-8.65868335,1.99
141.9454878,-6.07102871,5.38
142.1140705,9.05677114,5.4
142.12164079,8.18837326,5.72
142.12749104,-66.70198874,5.9
142.16664439,45.6017947,5.4
142.19660989,-62.2732034,5.91
142.28682816,-2.76895627,4.59
142.30272565,-20.74914438,5.66
142.31140615,-35.9513478,4.51
142.47716139,-26.58961727,5.49
142.5213665,-51.51719294,5.45
142.59391346,-15.57719292,5.86
142.59772226,-58.36190438,5.88
142.67547063,-40.46688763,3.6
142.68013936,33.65582773,5.87
142.69200638,-31.88917107,5.75
142.80564072,-57.0343916,3.16
142.88154025,63.06179545,3.65
142.88413622,-31.87183113,5.91
142.88520681,35.10350902,5.39
142.88722307,-35.71432898,5.86
142.90134667,-73.08091865,5.46
142.93016816,22.96806545,4.32
142.98663458,11.3000307,4.99
142.98992745,9.7157982,5.07
142.99556148,-1.18465438,4.54
143.08029475,-40.64932106,5.35
143.08512296,-19.40032613,5.74
143.21802191,51.67860208,3.17
143.23241315,-13.51680632,5.95
143.3019688,-21.11575904,5.02
143.35873201,-22.86401784,5.92
143.43566625,-49.0050932,5.12
143.47293825,-80.94129374,5.07
143.53667204,-51.25528201,5.01
143.5557374,36.39761338,4.54
143.61109601,-59.22976797,4.08
143.62069943,69.83015419,4.54
143.63600852,-5.91480636,5.56
143.70622878,52.05156754,4.47
143.7224525,72.2058641,5.77
143.76605199,39.62144313,4.81
143.91678098,35.81076694,5.4
144.17854374,31.16184064,5.57
144.2069042,-49.3551286,4.34
144.25103185,-25.29684739,5.68
144.2607944,16.43795912,5.73
144.27229969,81.32642085,4.28
144.29112334,-32.17861272,5.62
144.3028174,-53.66848607,5.44
144.30295211,6.83577519,5.0
144.36841333,-36.09599061,5.96
144.50597591,-43.19086905,5.51
144.59077851,40.23976693,5.28
144.6141046,4.64941422,4.68
144.83767061,-61.32810523,4.51
144.86631917,67.27232436,5.96
144.96389156,-1.14265722,3.9
145.07657975,-14.33224542,5.07
145.17751102,-57.98357162,5.3
145.25876248,-57.25944118,5.8
145.28799116,9.89239902,3.52
145.32094152,-23.59152139,4.76
145.39627242,31.27784047,5.9
145.44974998,-55.21376962,5.99
145.50158521,39.75796859,5.61
145.56113137,-23.91620867,4.93
145.56222108,69.23770604,5.72
145.73849356,72.25268512,5.15
145.88863057,29.97472479,5.64
145.92625551,-53.89136176,5.56
145.93292295,14.02170696,5.36
146.05054261,-27.76956287,4.78
146.31178147,-62.50792328,3.69
146.4629267,23.77427792,2.97
146.54183697,6.70861426,5.8
146.58507788,-76.77598144,5.43
146.59723787,11.81000106,5.67
146.59851244,1.78568624,5.65
146.62658773,-44.75505925,5.58
146.63193397,57.12798971,5.09
146.7755734,-65.07201888,2.92
147.14660351,46.02123319,5.08
147.36728577,-37.1867849,5.95
147.48817288,-45.73276023,5.09
147.67487458,-46.93400208,5.72
147.73165865,-62.74513696,5.56
147.74871542,59.03910437,3.78
147.80013966,-59.42567316,5.79
147.83234215,-46.19395369,5.62
147.86951033,-14.84654997,4.11
147.91953494,-46.54764424,4.58
147.97093576,24.3957937,5.29
148.02650069,54.06428574,4.55
148.12696211,-8.10491559,5.07
148.19149028,26.00708498,3.88
148.42886212,5.95856912,5.9
148.45879641,-51.1467146,5.95
148.55182725,-25.93248205,4.87
148.57361875,-45.28352716,5.72
148.7136023,-50.24397661,5.71
148.71765461,-19.00926985,4.94
148.92919035,49.81979501,5.27
149.10844321,8.93310774,5.85
149.14779191,-33.41854978,5.83
149.2156452,-54.5677973,3.52
149.30654965,57.4183508,5.97
149.42143543,41.05569741,5.11
149.55579541,12.44483936,5.26
149.59545794,72.87959798,5.86
149.71808346,-35.89093311,5.23
149.9011569,29.64532453,5.75
149.9654996,56.81187557,5.5
150.05343468,8.04427686,4.68
150.18293561,-82.21474569,5.53
150.25425132,31.9247146,5.37
150.50043754,-60.42089968,5.93
150.70399581,21.9492707,5.68
151.08756962,-24.28559599,5.7
151.15143814,53.8917256,5.71
151.28121856,-13.06467435,4.6
151.54675512,-47.36986491,5.06
151.78954048,-17.14159635,5.59
151.83313948,16.76266572,3.48
151.85718812,35.24469176,4.49
151.9763285,9.99766389,4.39
151.98456489,-0.37162786,4.48
152.09358075,11.96719513,1.36
152.17849096,-65.81553262,5.26
152.23439032,-51.81126187,4.85
152.37583168,-68.68283264,5.8
152.52483143,-12.81565791,5.3
152.53149046,-8.40816325,5.91
152.64748785,-12.35383921,3.61
152.65706616,-41.71493294,5.98
152.73275535,-8.41835129,5.64
152.80330481,37.40197095,5.86
152.943633,-58.06055982,5.7
153.20163836,4.61469047,5.77
153.3453401,-51.23293774,5.27
153.36685079,-51.75580487,5.78
153.3778442,-66.37283938,5.15
153.43449551,-70.03792169,3.29
153.44158428,-40.3460764,5.91
153.68447399,-42.12206281,3.85
153.88145179,-43.11224108,5.59
154.06033082,29.31055982,5.49
154.13507067,23.50301282,5.95
154.16979666,13.72837138,5.42
154.17251805,23.4173284,3.43
154.1743314,25.37069774,5.84
154.27085535,-61.33231977,3.39
154.27469564,42.91446855,3.45
154.31166926,23.10645604,5.81
154.40790248,-8.0689212,5.25
154.50896089,65.10837358,5.74
154.53166913,-28.99202661,5.52
154.61777521,-41.66849763,5.97
154.65899399,-56.11067508,5.8
154.77133097,-64.67628786,5.66
154.86200567,48.39703112,6.0
154.90318833,-55.02931452,4.59
154.93462599,19.47143591,4.78
154.99234054,19.84186032,2.01
155.06967962,-47.69910004,5.66
155.22839581,-56.04322401,4.5
155.26428436,68.74773415,5.88
155.54439708,41.22986684,5.73
155.58169175,-41.65010791,4.82
155.58251355,41.4994335,3.06
155.74241361,-66.90152522,4.97
155.776407,33.90815509,5.89
155.86045025,-4.07404512,5.93
155.87255727,-38.00970922,5.34
156.03274518,65.56647366,4.94
156.03589322,33.71853542,5.52
156.09891874,-74.03154474,3.99
156.2479199,-58.57631762,5.93
156.31328707,8.78493853,5.61
156.43479445,-7.06014256,5.6
156.47861301,33.79626364,4.72
156.52293768,-16.83609584,3.83
156.70389571,-54.87731436,5.58
156.78814953,-31.06780228,4.28
156.85199279,-57.63881373,4.65
156.85583147,-65.7047139,6.0
156.86699226,41.60121201,6.0
156.96977108,-58.73940856,3.81
156.97121865,36.70747818,4.2
157.21915426,-64.17228466,5.27
157.36971129,-2.73904701,5.19
157.37088906,-29.66385399,5.58
157.39749325,-30.60707101,5.57
157.42586771,84.25210531,5.52
157.52691646,38.925143,5.79
157.57292935,-0.63697208,5.08
157.58364619,-71.99271995,4.72
157.65735143,55.98061759,4.82
157.74940778,-13.5884676,5.59
157.75864399,-73.2215089,4.94
157.77091914,82.55853791,5.25
157.84264509,-53.7159928,4.89
157.96401631,32.3795376,5.9
157.98937004,-45.06671373,5.76
158.0061825,-61.68536031,3.3
158.04916002,14.13720956,5.43
158.14008597,-44.6184503,5.91
158.19923561,-58.66675023,5.98
158.20281305,9.30659431,3.84
158.23700305,-47.00336923,5.02
158.30832166,40.42554046,4.72
158.3788815,34.98870207,5.57
158.50371309,-23.74521609,5.08
158.70030655,6.95361136,5.07
158.75912532,8.65043904,5.67
158.77328496,75.71298403,4.86
158.79009325,57.08254651,5.16
158.80364609,-39.5625967,5.5
158.86757668,-78.60781379,4.11
158.89714422,-57.55763551,4.45
159.08568462,-59.56429542,5.08
159.13426115,-12.22848702,5.71
159.30749487,-27.41268661,4.87
159.32606984,-48.22561631,3.84
159.36281779,-58.73334704,5.47
159.38853109,-13.38445095,4.89
159.51109079,-57.25631096,5.89
159.6458878,-16.87663687,4.91
159.68005265,31.97622008,4.68
159.68755215,-59.18299905,4.69
159.74877044,-58.81688568,5.96
159.77393431,53.66849306,5.55
159.78248119,37.9101113,5.84
159.82671887,-55.60327905,4.29
160.0477648,-65.10024026,5.51
160.45127204,68.44355985,5.74
160.46490038,-79.78330226,5.97
160.48659345,65.71646212,5.12
160.55893343,-64.4664538,4.76
160.66905761,-59.21576469,5.36
160.68003687,-32.71567314,5.63
160.73927802,-64.39447937,2.74
160.75811147,26.32569732,5.51
160.76683096,69.07624525,5.01
160.83711787,4.74774961,5.77
160.85429114,23.18838442,5.08
160.88461543,-60.56662705,4.58
160.88798925,46.2040376,5.18
160.93048735,57.19932851,5.79
160.96339384,-64.24905176,5.74
161.02890478,-63.9611007,4.8
161.26676102,67.41138225,5.95
161.3182296,-80.4695233,5.46
161.44639899,-80.54020283,4.45
161.46630065,30.68240198,5.36
161.56907694,-64.51458587,5.33
161.60202972,18.89162177,5.5
161.60563681,14.19480263,5.49
161.62337904,-64.26326386,5.23
161.69217542,-49.42012517,2.69
161.71351737,-64.38349702,4.87
161.71693697,-17.29683026,5.44
161.73956163,-56.7571908,5.14
162.0225662,-59.91916925,5.98
162.05888249,-31.68785403,5.87
162.16902815,-1.95891494,5.92
162.31430258,10.54526139,5.32
162.3519019,-59.32377833,5.85
162.40596699,-16.19413208,3.11
162.43117856,-9.85262893,5.85
162.48769199,-34.05819988,5.61
162.57524733,-8.89772694,5.8
162.77266696,-3.09264065,5.95
162.79617975,56.58223677,5.66
162.84899001,59.32024369,5.57
163.12855279,-57.24041437,5.26
163.32766612,34.21556641,3.79
163.37284019,-20.13815014,5.23
163.3731926,-58.85326474,3.78
163.38074963,69.85404505,5.91
163.39382839,54.58515228,5.12
163.42553924,-70.72033781,5.99
163.43233719,-2.12924149,5.45
163.49460834,43.19001538,4.66
163.57408704,-13.75805882,5.65
163.6233225,-61.82661289,5.95
163.74258356,34.03490757,5.73
163.82192922,-60.51720824,5.93
163.90353339,24.74975451,4.3
163.92640433,0.73693069,5.91
163.93526063,33.50699574,5.02
164.00617929,6.18538415,5.91
164.17915128,-37.1374629,4.6
164.28284129,-50.76504906,5.9
164.80726626,-33.73745399,5.7
164.86756582,40.43012281,5.03
164.87897514,-16.35368059,5.88
164.88641202,36.09322401,5.99
164.94478664,-18.29909723,4.08
164.99762038,-43.80713489,5.81
165.03852431,-42.22586959,4.37
165.04874547,-14.08329867,5.86
165.06123415,45.52626916,5.47
165.14016441,3.61753351,4.84
165.18680144,6.10150342,4.98
165.21033423,39.21213189,5.06
165.45695372,-2.48449705,4.73
165.4599615,56.38234478,2.34
165.58242155,20.17974575,4.42
165.8122009,-11.30320923,5.51
165.9026141,-0.00083195,5.95
165.93265365,61.75111888,1.81
166.13042166,-47.67918306,5.67
166.22587294,-35.804689,5.43
166.25512463,7.33612254,4.62
166.33346925,-27.29359566,4.92
166.48978075,-27.28781183,5.69
166.6353096,-62.42413654,4.62
166.70803819,-70.87793836,5.58
166.72679525,1.95573365,5.52
166.81981683,-42.63878147,5.15
167.14169012,-61.94717969,5.11
167.14748181,-58.97504198,3.93
167.18353198,-28.08061647,5.43
167.20451678,24.6584498,5.7
167.32963314,36.30943441,5.71
167.41064299,43.20775162,5.89
167.41608092,44.49855337,3.0
167.47242253,-32.36745668,5.79
167.91452617,-22.82560642,4.46
168.13810684,-49.10107805,5.37
168.15008453,-60.3176307,4.59
168.18862745,-64.16978296,5.22
168.31120754,-44.37222081,5.77
168.37829647,-59.6193167,5.74
168.41420693,-53.2319031,5.75
168.43991709,-0.06950857,5.4
168.50752833,8.06095499,5.79
168.52671705,20.52403384,2.56
168.56017036,15.4297631,3.33
168.80101292,23.09552528,4.56
168.9662367,13.30759308,5.31
169.16568371,-3.65151412,4.45
169.17469204,49.47627707,5.88
169.32236746,2.01090315,5.18
,,3.79
169.61981385,33.09423881,3.49
169.72908955,1.65053072,5.9
169.78309755,38.18572227,4.76
169.8201814,-64.58259742,5.99
169.83551103,-14.77904358,3.56
170.25184266,-54.49101395,3.9
170.28436733,6.02935289,4.05
170.70672415,43.48273665,4.99
170.78402208,-56.77936853,5.82
170.8029263,-36.16476782,5.0
170.83929752,-64.95473134,5.09
170.84196837,-18.77990277,5.08
170.98070334,10.52969772,4.0
171.00973642,1.40776375,5.39
171.04657107,-72.25660192,5.55
171.15252245,-10.85938276,4.81
171.22076335,-17.68401748,4.06
171.24577834,11.43030968,5.8
171.37304571,-36.06310533,5.21
171.38803347,-37.74754766,5.87
171.4019142,16.45655059,5.58
171.4315173,-63.97231572,5.18
171.48826775,55.85034058,5.73
171.64764356,-61.1151713,5.22
171.69710349,-53.15995577,5.8
171.78989699,-12.3568071,5.93
171.98429124,2.85629071,4.95
172.14627993,-42.67421801,5.14
172.26734378,39.33694235,5.3
172.26959813,61.77778557,5.83
172.41103268,-24.46405831,5.77
172.42442712,15.4133855,5.74
172.57867422,-3.00345887,4.77
172.6211703,18.40973855,5.54
172.62987804,43.17304329,5.94
172.85120199,69.33112161,3.82
172.9419714,-59.44206384,5.07
172.95336415,-59.51564932,5.12
173.06840611,-29.26137351,4.93
173.08331854,-66.9618349,5.89
173.08648748,61.08275166,5.46
173.19808805,-7.8275244,5.94
173.20057957,-40.4363361,5.64
173.22562476,-31.08723547,5.13
173.25107936,-31.85752405,3.54
173.40526595,-40.58670322,5.39
173.59189996,3.060415,5.76
173.62480364,-32.83334205,5.96
173.67707018,16.79691629,5.95
173.69046642,-54.26413167,4.62
173.73751871,-49.1369474,5.5
173.77040437,54.78537508,5.63
173.80565752,-47.37256106,5.64
173.94553448,-63.01982488,3.11
173.98148244,-47.64152017,5.26
174.01089937,69.32325973,5.19
174.07475383,27.78130214,5.8
174.09325391,-61.05243721,5.84
174.14551817,-33.56997476,5.71
174.17061875,-9.80225368,4.7
174.23720774,-0.82385424,4.3
174.25334034,-61.28344643,5.14
174.31642653,-75.89654092,5.64
174.39187576,-47.74737759,5.46
174.45211345,-67.62035361,5.94
174.53071631,-61.82655484,5.15
174.58619878,43.62551361,5.56
174.61504009,8.13428325,5.24
174.66648767,-13.20224958,5.48
174.87347083,-65.3977489,5.01
175.05341839,-34.7446553,4.7
175.17705098,-53.96854858,5.95
175.19627319,21.35284143,5.26
175.22355273,-62.09010401,4.93
175.26260484,34.20256022,5.31
